#                                                               --- full sequence ---- --- best 1 domain ---- --- domain number estimation ----
# target name        accession  query name           accession    E-value  score  bias   E-value  score  bias   exp reg clu  ov env dom rep inc description of target
#------------------- ---------- -------------------- ---------- --------- ------ ----- --------- ------ -----   --- --- --- --- --- --- --- --- ---------------------
KAJ2935797.1         -          nacht_mafft_aligned  -            1.9e-48  165.4   0.0   6.1e-11   41.8   0.0   4.1   4   0   0   4   4   4   4 hypothetical protein H1R20_g1294, partial [Candolleomyces eurysporus]
KAJ2934559.1         -          nacht_mafft_aligned  -            3.7e-06   26.1   0.0   5.4e-06   25.6   0.0   1.3   1   0   0   1   1   1   1 hypothetical protein H1R20_g2545, partial [Candolleomyces eurysporus]
KAJ2921575.1         -          nacht_mafft_aligned  -            3.9e-06   26.0   0.0   6.7e-06   25.3   0.0   1.3   1   0   0   1   1   1   1 hypothetical protein H1R20_g15523, partial [Candolleomyces eurysporus]
KAJ2930463.1         -          nacht_mafft_aligned  -            4.5e-06   25.8   0.0     0.013   14.4   0.0   2.2   2   0   0   2   2   2   1 hypothetical protein H1R20_g6635, partial [Candolleomyces eurysporus]
KAJ2922593.1         -          nacht_mafft_aligned  -            4.5e-06   25.8   0.0   7.3e-06   25.1   0.0   1.2   1   0   0   1   1   1   1 hypothetical protein H1R20_g14499, partial [Candolleomyces eurysporus]
KAJ2928324.1         -          nacht_mafft_aligned  -            4.6e-06   25.8   0.0   1.9e-05   23.8   0.0   1.9   1   1   0   1   1   1   1 hypothetical protein H1R20_g8771, partial [Candolleomyces eurysporus]
KAJ2934362.1         -          nacht_mafft_aligned  -            4.8e-06   25.7   0.0   8.5e-06   24.9   0.0   1.3   1   0   0   1   1   1   1 hypothetical protein H1R20_g2733, partial [Candolleomyces eurysporus]
KAJ2929432.1         -          nacht_mafft_aligned  -            4.9e-06   25.7   0.0   7.9e-06   25.0   0.0   1.2   1   0   0   1   1   1   1 hypothetical protein H1R20_g7667, partial [Candolleomyces eurysporus]
KAJ2931163.1         -          nacht_mafft_aligned  -              5e-06   25.7   0.0   6.6e-06   25.3   0.0   1.3   1   0   0   1   1   1   1 hypothetical protein H1R20_g5891, partial [Candolleomyces eurysporus]
KAJ2924450.1         -          nacht_mafft_aligned  -            5.1e-06   25.6   0.0   8.2e-06   25.0   0.0   1.2   1   0   0   1   1   1   1 hypothetical protein H1R20_g12633, partial [Candolleomyces eurysporus]
KAJ2934719.1         -          nacht_mafft_aligned  -            5.1e-06   25.6   0.0   8.4e-06   24.9   0.0   1.3   1   0   0   1   1   1   1 hypothetical protein H1R20_g2381, partial [Candolleomyces eurysporus]
KAJ2935399.1         -          nacht_mafft_aligned  -            5.2e-06   25.6   0.0   9.2e-06   24.8   0.0   1.3   1   0   0   1   1   1   1 hypothetical protein H1R20_g1696, partial [Candolleomyces eurysporus]
KAJ2929058.1         -          nacht_mafft_aligned  -            5.7e-06   25.5   0.0     9e-06   24.8   0.0   1.3   1   0   0   1   1   1   1 hypothetical protein H1R20_g8036, partial [Candolleomyces eurysporus]
KAJ2922432.1         -          nacht_mafft_aligned  -            5.9e-06   25.4   0.0   9.9e-06   24.7   0.0   1.3   1   0   0   1   1   1   1 hypothetical protein H1R20_g14665, partial [Candolleomyces eurysporus]
KAJ2922282.1         -          nacht_mafft_aligned  -            5.9e-06   25.4   0.0     3e-05   23.1   0.0   2.1   1   1   0   1   1   1   1 hypothetical protein H1R20_g14810, partial [Candolleomyces eurysporus]
KAJ2923415.1         -          nacht_mafft_aligned  -            6.2e-06   25.4   0.0   1.6e-05   24.0   0.0   1.6   1   1   0   1   1   1   1 hypothetical protein H1R20_g13678, partial [Candolleomyces eurysporus]
KAJ2936175.1         -          nacht_mafft_aligned  -            6.2e-06   25.4   0.0   9.4e-06   24.8   0.0   1.2   1   0   0   1   1   1   1 hypothetical protein H1R20_g919, partial [Candolleomyces eurysporus]
KAJ2920535.1         -          nacht_mafft_aligned  -            6.6e-06   25.3   0.0   1.1e-05   24.6   0.0   1.2   1   0   0   1   1   1   1 hypothetical protein H1R20_g16558, partial [Candolleomyces eurysporus]
KAJ2928110.1         -          nacht_mafft_aligned  -            6.7e-06   25.3   0.0   1.3e-05   24.3   0.0   1.4   1   0   0   1   1   1   1 hypothetical protein H1R20_g8965, partial [Candolleomyces eurysporus]
KAJ2934361.1         -          nacht_mafft_aligned  -            6.8e-06   25.2   0.0   1.3e-05   24.3   0.0   1.4   1   0   0   1   1   1   1 hypothetical protein H1R20_g2732, partial [Candolleomyces eurysporus]
KAJ2930755.1         -          nacht_mafft_aligned  -              7e-06   25.2   0.0   1.2e-05   24.4   0.0   1.3   1   0   0   1   1   1   1 hypothetical protein H1R20_g6348, partial [Candolleomyces eurysporus]
KAJ2928991.1         -          nacht_mafft_aligned  -            7.4e-06   25.1   0.0   1.3e-05   24.3   0.0   1.3   1   0   0   1   1   1   1 hypothetical protein H1R20_g8097, partial [Candolleomyces eurysporus]
KAJ2923255.1         -          nacht_mafft_aligned  -            7.4e-06   25.1   0.0   1.2e-05   24.4   0.0   1.4   1   0   0   1   1   1   1 hypothetical protein H1R20_g13836, partial [Candolleomyces eurysporus]
KAJ2929070.1         -          nacht_mafft_aligned  -            7.8e-06   25.0   0.0   1.3e-05   24.3   0.0   1.3   1   0   0   1   1   1   1 hypothetical protein H1R20_g8021, partial [Candolleomyces eurysporus]
KAJ2929569.1         -          nacht_mafft_aligned  -            8.1e-06   25.0   0.0   1.5e-05   24.1   0.0   1.3   1   0   0   1   1   1   1 hypothetical protein H1R20_g7536, partial [Candolleomyces eurysporus]
KAJ2927204.1         -          nacht_mafft_aligned  -            8.8e-06   24.9   0.0   1.3e-05   24.3   0.0   1.2   1   0   0   1   1   1   1 hypothetical protein H1R20_g9890, partial [Candolleomyces eurysporus]
KAJ2922532.1         -          nacht_mafft_aligned  -            8.8e-06   24.9   0.2   2.2e-05   23.5   0.0   1.7   2   1   0   2   2   1   1 hypothetical protein H1R20_g14563, partial [Candolleomyces eurysporus]
KAJ2930614.1         -          nacht_mafft_aligned  -            9.5e-06   24.7   0.0   1.6e-05   24.0   0.0   1.2   1   0   0   1   1   1   1 hypothetical protein H1R20_g6485, partial [Candolleomyces eurysporus]
KAJ2924809.1         -          nacht_mafft_aligned  -            9.5e-06   24.7   0.0   1.6e-05   24.0   0.0   1.3   1   0   0   1   1   1   1 hypothetical protein H1R20_g12289, partial [Candolleomyces eurysporus]
KAJ2920901.1         -          nacht_mafft_aligned  -              1e-05   24.7   0.0   1.8e-05   23.9   0.0   1.5   1   1   0   1   1   1   1 hypothetical protein H1R20_g16192, partial [Candolleomyces eurysporus]
KAJ2934258.1         -          nacht_mafft_aligned  -            1.1e-05   24.6   0.0   1.8e-05   23.8   0.0   1.3   1   0   0   1   1   1   1 hypothetical protein H1R20_g2823, partial [Candolleomyces eurysporus]
KAJ2935353.1         -          nacht_mafft_aligned  -            1.2e-05   24.4   0.0   3.7e-05   22.8   0.0   1.8   1   1   0   1   1   1   1 hypothetical protein H1R20_g1741, partial [Candolleomyces eurysporus]
KAJ2932972.1         -          nacht_mafft_aligned  -            1.2e-05   24.4   0.0     3e-05   23.1   0.0   1.5   1   1   0   1   1   1   1 hypothetical protein H1R20_g4106, partial [Candolleomyces eurysporus]
KAJ2924563.1         -          nacht_mafft_aligned  -            1.2e-05   24.4   0.0   2.2e-05   23.5   0.0   1.3   1   0   0   1   1   1   1 hypothetical protein H1R20_g12545, partial [Candolleomyces eurysporus]
KAJ2922585.1         -          nacht_mafft_aligned  -            1.4e-05   24.2   0.0   2.4e-05   23.4   0.0   1.2   1   0   0   1   1   1   1 hypothetical protein H1R20_g14491, partial [Candolleomyces eurysporus]
KAJ2923153.1         -          nacht_mafft_aligned  -            1.4e-05   24.2   0.1   1.8e-05   23.9   0.1   1.1   1   0   0   1   1   1   1 hypothetical protein H1R20_g13941, partial [Candolleomyces eurysporus]
KAJ2927396.1         -          nacht_mafft_aligned  -            1.4e-05   24.2   0.0   2.4e-05   23.4   0.0   1.3   1   0   0   1   1   1   1 hypothetical protein H1R20_g9698, partial [Candolleomyces eurysporus]
KAJ2926801.1         -          nacht_mafft_aligned  -            1.5e-05   24.1   0.3     0.087   11.7   0.0   2.4   2   0   0   2   2   2   1 hypothetical protein H1R20_g10314, partial [Candolleomyces eurysporus]
KAJ2927392.1         -          nacht_mafft_aligned  -            1.5e-05   24.1   0.0   2.5e-05   23.4   0.0   1.2   1   0   0   1   1   1   1 hypothetical protein H1R20_g9701, partial [Candolleomyces eurysporus]
KAJ2926287.1         -          nacht_mafft_aligned  -            1.6e-05   24.0   0.0   3.2e-05   23.0   0.0   1.4   1   0   0   1   1   1   1 hypothetical protein H1R20_g10802, partial [Candolleomyces eurysporus]
KAJ2935891.1         -          nacht_mafft_aligned  -            1.7e-05   23.9   0.0   2.7e-05   23.3   0.0   1.2   1   0   0   1   1   1   1 hypothetical protein H1R20_g1203, partial [Candolleomyces eurysporus]
KAJ2929187.1         -          nacht_mafft_aligned  -            1.7e-05   23.9   0.0   2.4e-05   23.4   0.0   1.1   1   0   0   1   1   1   1 hypothetical protein H1R20_g7904, partial [Candolleomyces eurysporus]
KAJ2926092.1         -          nacht_mafft_aligned  -            1.8e-05   23.8   0.0     3e-05   23.1   0.0   1.4   1   0   0   1   1   1   1 hypothetical protein H1R20_g11007, partial [Candolleomyces eurysporus]
KAJ2929510.1         -          nacht_mafft_aligned  -              2e-05   23.7   0.0   3.3e-05   23.0   0.0   1.3   1   0   0   1   1   1   1 hypothetical protein H1R20_g7576, partial [Candolleomyces eurysporus]
KAJ2932699.1         -          nacht_mafft_aligned  -            2.1e-05   23.6   0.0   5.9e-05   22.1   0.0   1.7   2   0   0   2   2   1   1 hypothetical protein H1R20_g4398, partial [Candolleomyces eurysporus]
KAJ2921664.1         -          nacht_mafft_aligned  -            2.1e-05   23.6   0.0   3.8e-05   22.8   0.0   1.4   1   0   0   1   1   1   1 hypothetical protein H1R20_g15431, partial [Candolleomyces eurysporus]
KAJ2927845.1         -          nacht_mafft_aligned  -            2.2e-05   23.5   0.0   3.1e-05   23.1   0.0   1.1   1   0   0   1   1   1   1 hypothetical protein H1R20_g9257, partial [Candolleomyces eurysporus]
KAJ2926796.1         -          nacht_mafft_aligned  -            2.4e-05   23.5   0.0   3.7e-05   22.8   0.0   1.2   1   0   0   1   1   1   1 hypothetical protein H1R20_g10313, partial [Candolleomyces eurysporus]
KAJ2936787.1         -          nacht_mafft_aligned  -            2.5e-05   23.4   0.0   9.5e-05   21.5   0.0   1.8   2   0   0   2   2   1   1 hypothetical protein H1R20_g307, partial [Candolleomyces eurysporus]
KAJ2923682.1         -          nacht_mafft_aligned  -            2.6e-05   23.3   0.1   7.7e-05   21.8   0.1   1.8   1   1   0   1   1   1   1 hypothetical protein H1R20_g13417, partial [Candolleomyces eurysporus]
KAJ2923745.1         -          nacht_mafft_aligned  -            2.8e-05   23.2   0.0   4.7e-05   22.5   0.0   1.3   1   0   0   1   1   1   1 hypothetical protein H1R20_g13348, partial [Candolleomyces eurysporus]
KAJ2932370.1         -          nacht_mafft_aligned  -            2.8e-05   23.2   0.0   8.5e-05   21.6   0.0   1.7   2   0   0   2   2   1   1 hypothetical protein H1R20_g4680, partial [Candolleomyces eurysporus]
KAJ2924016.1         -          nacht_mafft_aligned  -            2.9e-05   23.1   0.0   6.3e-05   22.0   0.0   1.4   1   1   0   1   1   1   1 hypothetical protein H1R20_g13079, partial [Candolleomyces eurysporus]
KAJ2930742.1         -          nacht_mafft_aligned  -            3.2e-05   23.0   0.0   5.5e-05   22.2   0.0   1.4   1   0   0   1   1   1   1 hypothetical protein H1R20_g6350, partial [Candolleomyces eurysporus]
KAJ2929545.1         -          nacht_mafft_aligned  -            3.3e-05   23.0   0.0   5.2e-05   22.3   0.0   1.2   1   0   0   1   1   1   1 hypothetical protein H1R20_g7547, partial [Candolleomyces eurysporus]
KAJ2933009.1         -          nacht_mafft_aligned  -            3.5e-05   22.9   1.4   4.2e-05   22.6   1.4   1.0   1   0   0   1   1   1   1 hypothetical protein H1R20_g4089, partial [Candolleomyces eurysporus]
KAJ2931490.1         -          nacht_mafft_aligned  -            3.6e-05   22.9   0.0   6.7e-05   22.0   0.0   1.4   1   0   0   1   1   1   1 hypothetical protein H1R20_g5636, partial [Candolleomyces eurysporus]
KAJ2930658.1         -          nacht_mafft_aligned  -            3.6e-05   22.9   0.0   6.6e-05   22.0   0.0   1.4   1   0   0   1   1   1   1 hypothetical protein H1R20_g6446, partial [Candolleomyces eurysporus]
KAJ2924872.1         -          nacht_mafft_aligned  -            3.6e-05   22.8   0.0   5.8e-05   22.2   0.0   1.2   1   0   0   1   1   1   1 hypothetical protein H1R20_g12245, partial [Candolleomyces eurysporus]
KAJ2925120.1         -          nacht_mafft_aligned  -            3.7e-05   22.8   0.1    0.0011   18.0   0.6   2.2   1   1   1   2   2   2   1 hypothetical protein H1R20_g11978, partial [Candolleomyces eurysporus]
KAJ2922692.1         -          nacht_mafft_aligned  -            3.8e-05   22.8   0.1   6.3e-05   22.0   0.1   1.3   1   0   0   1   1   1   1 hypothetical protein H1R20_g14396, partial [Candolleomyces eurysporus]
KAJ2935975.1         -          nacht_mafft_aligned  -            3.8e-05   22.8   0.0   5.4e-05   22.3   0.0   1.2   1   0   0   1   1   1   1 hypothetical protein H1R20_g1119, partial [Candolleomyces eurysporus]
KAJ2920439.1         -          nacht_mafft_aligned  -            3.8e-05   22.8   0.2   6.1e-05   22.1   0.2   1.2   1   0   0   1   1   1   1 hypothetical protein H1R20_g16656, partial [Candolleomyces eurysporus]
KAJ2926589.1         -          nacht_mafft_aligned  -            3.9e-05   22.7   0.4     0.018   13.9   0.1   2.1   2   0   0   2   2   2   1 hypothetical protein H1R20_g10509, partial [Candolleomyces eurysporus]
KAJ2936528.1         -          nacht_mafft_aligned  -            4.1e-05   22.7   0.0   0.00012   21.1   0.0   1.8   1   1   0   1   1   1   1 hypothetical protein H1R20_g569, partial [Candolleomyces eurysporus]
KAJ2920909.1         -          nacht_mafft_aligned  -            4.1e-05   22.6   0.0   5.9e-05   22.1   0.0   1.2   1   0   0   1   1   1   1 hypothetical protein H1R20_g16184, partial [Candolleomyces eurysporus]
KAJ2926357.1         -          nacht_mafft_aligned  -            4.3e-05   22.6   0.5   0.00012   21.1   0.0   1.9   2   0   0   2   2   1   1 hypothetical protein H1R20_g10725, partial [Candolleomyces eurysporus]
KAJ2931811.1         -          nacht_mafft_aligned  -            4.8e-05   22.4   0.0   7.9e-05   21.7   0.0   1.3   1   0   0   1   1   1   1 hypothetical protein H1R20_g5283, partial [Candolleomyces eurysporus]
KAJ2930641.1         -          nacht_mafft_aligned  -            4.9e-05   22.4   0.0   9.4e-05   21.5   0.0   1.4   1   0   0   1   1   1   1 hypothetical protein H1R20_g6453, partial [Candolleomyces eurysporus]
KAJ2927817.1         -          nacht_mafft_aligned  -            5.1e-05   22.3   0.1   7.7e-05   21.8   0.1   1.2   1   0   0   1   1   1   1 hypothetical protein H1R20_g9275, partial [Candolleomyces eurysporus]
KAJ2930952.1         -          nacht_mafft_aligned  -            5.2e-05   22.3   0.0   8.2e-05   21.7   0.0   1.2   1   0   0   1   1   1   1 hypothetical protein H1R20_g6157, partial [Candolleomyces eurysporus]
KAJ2929355.1         -          nacht_mafft_aligned  -            5.3e-05   22.3   0.0   9.5e-05   21.4   0.0   1.3   1   0   0   1   1   1   1 hypothetical protein H1R20_g7746, partial [Candolleomyces eurysporus]
KAJ2926045.1         -          nacht_mafft_aligned  -            5.3e-05   22.3   0.1     9e-05   21.5   0.1   1.3   1   0   0   1   1   1   1 hypothetical protein H1R20_g11047, partial [Candolleomyces eurysporus]
KAJ2935588.1         -          nacht_mafft_aligned  -            5.7e-05   22.2   0.0   8.2e-05   21.7   0.0   1.2   1   0   0   1   1   1   1 hypothetical protein H1R20_g1504, partial [Candolleomyces eurysporus]
KAJ2930517.1         -          nacht_mafft_aligned  -            5.8e-05   22.2   0.1   9.6e-05   21.4   0.1   1.4   1   0   0   1   1   1   1 hypothetical protein H1R20_g6579, partial [Candolleomyces eurysporus]
KAJ2922709.1         -          nacht_mafft_aligned  -            6.1e-05   22.1   0.1   0.00011   21.2   0.1   1.3   1   0   0   1   1   1   1 hypothetical protein H1R20_g14386, partial [Candolleomyces eurysporus]
KAJ2936835.1         -          nacht_mafft_aligned  -            6.2e-05   22.1   0.1   0.00011   21.2   0.1   1.5   1   1   0   1   1   1   1 hypothetical protein H1R20_g246, partial [Candolleomyces eurysporus]
KAJ2935214.1         -          nacht_mafft_aligned  -            6.6e-05   22.0   0.0   0.00011   21.3   0.0   1.3   1   0   0   1   1   1   1 hypothetical protein H1R20_g1880, partial [Candolleomyces eurysporus]
KAJ2932457.1         -          nacht_mafft_aligned  -            6.6e-05   22.0   0.0   0.00012   21.2   0.0   1.4   1   0   0   1   1   1   1 hypothetical protein H1R20_g4648, partial [Candolleomyces eurysporus]
KAJ2936948.1         -          nacht_mafft_aligned  -            7.5e-05   21.8   0.1   0.00021   20.3   0.1   1.6   1   1   0   1   1   1   1 hypothetical protein H1R20_g137, partial [Candolleomyces eurysporus]
KAJ2929581.1         -          nacht_mafft_aligned  -            7.8e-05   21.7   0.0   0.00011   21.3   0.0   1.2   1   0   0   1   1   1   1 hypothetical protein H1R20_g7510, partial [Candolleomyces eurysporus]
KAJ2921087.1         -          nacht_mafft_aligned  -              8e-05   21.7   0.0   0.00015   20.8   0.0   1.4   1   1   0   1   1   1   1 hypothetical protein H1R20_g16005, partial [Candolleomyces eurysporus]
KAJ2920511.1         -          nacht_mafft_aligned  -            8.3e-05   21.7   0.1   0.00013   21.1   0.1   1.2   1   0   0   1   1   1   1 hypothetical protein H1R20_g16583, partial [Candolleomyces eurysporus]
KAJ2923405.1         -          nacht_mafft_aligned  -             0.0001   21.4   0.0   0.00019   20.5   0.0   1.4   1   0   0   1   1   1   1 hypothetical protein H1R20_g13687, partial [Candolleomyces eurysporus]
KAJ2931466.1         -          nacht_mafft_aligned  -            0.00012   21.1   0.0    0.0002   20.4   0.0   1.3   1   0   0   1   1   1   1 hypothetical protein H1R20_g5559, partial [Candolleomyces eurysporus]
KAJ2922705.1         -          nacht_mafft_aligned  -            0.00013   21.0   0.1   0.00021   20.3   0.1   1.3   1   0   0   1   1   1   1 hypothetical protein H1R20_g14388, partial [Candolleomyces eurysporus]
KAJ2933088.1         -          nacht_mafft_aligned  -            0.00013   21.0   0.1   0.00017   20.6   0.1   1.1   1   0   0   1   1   1   1 hypothetical protein H1R20_g3990, partial [Candolleomyces eurysporus]
KAJ2932066.1         -          nacht_mafft_aligned  -            0.00013   21.0   0.0    0.0014   17.6   0.0   2.2   1   1   0   1   1   1   1 hypothetical protein H1R20_g5023, partial [Candolleomyces eurysporus]
KAJ2933525.1         -          nacht_mafft_aligned  -            0.00013   21.0   0.1   0.00018   20.6   0.1   1.1   1   0   0   1   1   1   1 hypothetical protein H1R20_g3573, partial [Candolleomyces eurysporus]
KAJ2936276.1         -          nacht_mafft_aligned  -            0.00014   20.9   0.0   0.00016   20.7   0.0   1.0   1   0   0   1   1   1   1 hypothetical protein H1R20_g816, partial [Candolleomyces eurysporus]
KAJ2922607.1         -          nacht_mafft_aligned  -            0.00015   20.8   0.1   0.00025   20.1   0.1   1.2   1   0   0   1   1   1   1 hypothetical protein H1R20_g14479, partial [Candolleomyces eurysporus]
KAJ2933857.1         -          nacht_mafft_aligned  -            0.00016   20.7   0.0   0.00048   19.1   0.0   1.6   2   0   0   2   2   1   1 hypothetical protein H1R20_g3231, partial [Candolleomyces eurysporus]
KAJ2934211.1         -          nacht_mafft_aligned  -            0.00017   20.6   0.0   0.00031   19.8   0.0   1.3   1   0   0   1   1   1   1 hypothetical protein H1R20_g2894, partial [Candolleomyces eurysporus]
KAJ2922706.1         -          nacht_mafft_aligned  -             0.0002   20.4   0.0   0.00055   18.9   0.0   1.6   1   1   0   1   1   1   1 hypothetical protein H1R20_g14385, partial [Candolleomyces eurysporus]
KAJ2927233.1         -          nacht_mafft_aligned  -             0.0002   20.4   0.1   0.00038   19.5   0.1   1.4   1   0   0   1   1   1   1 hypothetical protein H1R20_g9859, partial [Candolleomyces eurysporus]
KAJ2929561.1         -          nacht_mafft_aligned  -            0.00021   20.3   0.0   0.00033   19.7   0.0   1.3   1   0   0   1   1   1   1 hypothetical protein H1R20_g7528, partial [Candolleomyces eurysporus]
KAJ2932602.1         -          nacht_mafft_aligned  -            0.00022   20.3   0.0    0.0004   19.4   0.0   1.4   1   0   0   1   1   1   1 hypothetical protein H1R20_g4486, partial [Candolleomyces eurysporus]
KAJ2921005.1         -          nacht_mafft_aligned  -            0.00023   20.2   0.0   0.00034   19.6   0.0   1.2   1   0   0   1   1   1   1 hypothetical protein H1R20_g16087, partial [Candolleomyces eurysporus]
KAJ2935804.1         -          nacht_mafft_aligned  -            0.00025   20.0   0.4    0.0047   15.9   0.1   2.0   2   0   0   2   2   2   1 hypothetical protein H1R20_g1289, partial [Candolleomyces eurysporus]
KAJ2924103.1         -          nacht_mafft_aligned  -            0.00026   20.0   0.0   0.00047   19.2   0.0   1.3   1   0   0   1   1   1   1 hypothetical protein H1R20_g12990, partial [Candolleomyces eurysporus]
KAJ2933742.1         -          nacht_mafft_aligned  -            0.00027   20.0   0.2   0.00048   19.1   0.2   1.3   1   0   0   1   1   1   1 hypothetical protein H1R20_g3352, partial [Candolleomyces eurysporus]
KAJ2926409.1         -          nacht_mafft_aligned  -            0.00027   20.0   0.0   0.00039   19.4   0.0   1.1   1   0   0   1   1   1   1 hypothetical protein H1R20_g10685, partial [Candolleomyces eurysporus]
KAJ2925559.1         -          nacht_mafft_aligned  -            0.00031   19.7   0.0   0.00054   19.0   0.0   1.3   1   0   0   1   1   1   1 hypothetical protein H1R20_g11533, partial [Candolleomyces eurysporus]
KAJ2924580.1         -          nacht_mafft_aligned  -            0.00032   19.7   0.1   0.00054   19.0   0.1   1.3   1   0   0   1   1   1   1 hypothetical protein H1R20_g12516, partial [Candolleomyces eurysporus]
KAJ2932083.1         -          nacht_mafft_aligned  -            0.00033   19.7   0.0   0.00054   19.0   0.0   1.3   1   0   0   1   1   1   1 hypothetical protein H1R20_g5011, partial [Candolleomyces eurysporus]
KAJ2934987.1         -          nacht_mafft_aligned  -            0.00033   19.7   0.0   0.00057   18.9   0.0   1.3   1   0   0   1   1   1   1 hypothetical protein H1R20_g2089, partial [Candolleomyces eurysporus]
KAJ2929188.1         -          nacht_mafft_aligned  -            0.00034   19.6   0.0   0.00042   19.3   0.0   1.1   1   0   0   1   1   1   1 hypothetical protein H1R20_g7909, partial [Candolleomyces eurysporus]
KAJ2922613.1         -          nacht_mafft_aligned  -            0.00038   19.5   0.1   0.00068   18.6   0.1   1.3   1   0   0   1   1   1   1 hypothetical protein H1R20_g14471, partial [Candolleomyces eurysporus]
KAJ2923430.1         -          nacht_mafft_aligned  -            0.00043   19.3   0.0     0.001   18.1   0.0   1.5   1   1   0   1   1   1   1 hypothetical protein H1R20_g13661, partial [Candolleomyces eurysporus]
KAJ2920867.1         -          nacht_mafft_aligned  -            0.00043   19.3   0.1   0.00064   18.7   0.1   1.2   1   0   0   1   1   1   1 hypothetical protein H1R20_g16225, partial [Candolleomyces eurysporus]
KAJ2936889.1         -          nacht_mafft_aligned  -            0.00044   19.3   0.1   0.00054   19.0   0.1   1.1   1   0   0   1   1   1   1 hypothetical protein H1R20_g207, partial [Candolleomyces eurysporus]
KAJ2924147.1         -          nacht_mafft_aligned  -            0.00046   19.2   0.0    0.0075   15.2   0.0   2.1   1   1   1   2   2   2   1 hypothetical protein H1R20_g12946, partial [Candolleomyces eurysporus]
KAJ2930644.1         -          nacht_mafft_aligned  -            0.00047   19.2   0.2    0.0029   16.6   0.2   1.9   1   1   0   1   1   1   1 hypothetical protein H1R20_g6443, partial [Candolleomyces eurysporus]
KAJ2934012.1         -          nacht_mafft_aligned  -            0.00051   19.0   0.0    0.0008   18.4   0.0   1.4   1   0   0   1   1   1   1 hypothetical protein H1R20_g3090, partial [Candolleomyces eurysporus]
KAJ2936842.1         -          nacht_mafft_aligned  -            0.00058   18.9   0.0   0.00063   18.7   0.0   1.2   1   0   0   1   1   1   1 hypothetical protein H1R20_g249, partial [Candolleomyces eurysporus]
KAJ2924251.1         -          nacht_mafft_aligned  -            0.00062   18.8   0.0   0.00092   18.2   0.0   1.2   1   0   0   1   1   1   1 hypothetical protein H1R20_g12830, partial [Candolleomyces eurysporus]
KAJ2936238.1         -          nacht_mafft_aligned  -            0.00073   18.5   0.0    0.0011   17.9   0.0   1.3   1   0   0   1   1   1   1 hypothetical protein H1R20_g855, partial [Candolleomyces eurysporus]
KAJ2924988.1         -          nacht_mafft_aligned  -            0.00073   18.5   0.0    0.0012   17.9   0.0   1.3   1   0   0   1   1   1   1 hypothetical protein H1R20_g12090, partial [Candolleomyces eurysporus]
KAJ2926408.1         -          nacht_mafft_aligned  -            0.00077   18.5   0.0    0.0011   18.0   0.0   1.1   1   0   0   1   1   1   1 hypothetical protein H1R20_g10684, partial [Candolleomyces eurysporus]
KAJ2930588.1         -          nacht_mafft_aligned  -            0.00079   18.4   0.1    0.0012   17.9   0.1   1.2   1   0   0   1   1   1   1 hypothetical protein H1R20_g6500, partial [Candolleomyces eurysporus]
KAJ2934181.1         -          nacht_mafft_aligned  -            0.00083   18.4   0.1    0.0015   17.5   0.1   1.4   1   0   0   1   1   1   1 hypothetical protein H1R20_g2953, partial [Candolleomyces eurysporus]
KAJ2927627.1         -          nacht_mafft_aligned  -            0.00087   18.3   0.1    0.0014   17.6   0.1   1.3   1   0   0   1   1   1   1 hypothetical protein H1R20_g9462, partial [Candolleomyces eurysporus]
KAJ2923343.1         -          nacht_mafft_aligned  -            0.00095   18.2   0.1    0.0014   17.7   0.1   1.2   1   0   0   1   1   1   1 hypothetical protein H1R20_g13752, partial [Candolleomyces eurysporus]
KAJ2921277.1         -          nacht_mafft_aligned  -            0.00097   18.1   0.0    0.0014   17.6   0.0   1.2   1   0   0   1   1   1   1 hypothetical protein H1R20_g15816, partial [Candolleomyces eurysporus]
KAJ2934442.1         -          nacht_mafft_aligned  -             0.0011   18.0   0.0     0.002   17.1   0.0   1.4   1   0   0   1   1   1   1 hypothetical protein H1R20_g2664, partial [Candolleomyces eurysporus]
KAJ2920738.1         -          nacht_mafft_aligned  -             0.0013   17.8   0.0    0.0015   17.5   0.0   1.1   1   0   0   1   1   1   1 hypothetical protein H1R20_g16357, partial [Candolleomyces eurysporus]
KAJ2926980.1         -          nacht_mafft_aligned  -             0.0014   17.7   0.1      0.24   10.3   0.0   2.1   2   0   0   2   2   2   0 hypothetical protein H1R20_g10117, partial [Candolleomyces eurysporus]
KAJ2936066.1         -          nacht_mafft_aligned  -             0.0015   17.5   2.3    0.0018   17.2   2.3   1.1   1   0   0   1   1   1   1 hypothetical protein H1R20_g1023, partial [Candolleomyces eurysporus]
KAJ2929005.1         -          nacht_mafft_aligned  -             0.0015   17.5   0.4    0.0054   15.7   0.1   1.8   1   1   1   2   2   1   1 hypothetical protein H1R20_g8086, partial [Candolleomyces eurysporus]
KAJ2920846.1         -          nacht_mafft_aligned  -             0.0016   17.4   0.0    0.0026   16.7   0.0   1.2   1   0   0   1   1   1   1 hypothetical protein H1R20_g16251, partial [Candolleomyces eurysporus]
KAJ2932311.1         -          nacht_mafft_aligned  -             0.0017   17.3   0.0    0.0025   16.8   0.0   1.2   1   0   0   1   1   1   1 hypothetical protein H1R20_g4789, partial [Candolleomyces eurysporus]
